"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDG40","OUT035",739.775366120334
"FDW10","OUT018",2514.4170239629
"FDX51","OUT013",3168.04549868837
"NCP17","OUT045",966.778325011638
"FDP21","OUT035",3170.22044685525
"FDL04","OUT045",1613.88646774203
"FDV23","OUT013",1990.68164322527
"FDF24","OUT046",1367.73729064084
"FDH56","OUT027",3312.4589995499
"FDB51","OUT049",1127.12672790662
"FDI58","OUT027",3010.98945514706
"FDR20","OUT013",876.694554144618
"FDC51","OUT018",1739.00004560531
"FDB16","OUT027",2852.91449260731
"FDE40","OUT049",1135.04167509619
"NCM17","OUT035",859.196647808663
"FDU56","OUT035",3102.9654759311
"FDS32","OUT019",428.16407780689
"FDX02","OUT049",3641.58442666381
"FDT39","OUT027",3950.04527246752
"FDE35","OUT017",1087.70945798024
"NCI42","OUT019",1421.7690542747
"DRL23","OUT046",1695.93202851983
"FDA10","OUT046",1937.35173838995
"FDA11","OUT013",1569.81765177394
"NCM06","OUT046",2458.22774416163
"NCT05","OUT035",4177.07957677236
"NCQ02","OUT010",1069.54268538166
"NCY06","OUT049",2135.11435372823
"FDY56","OUT035",3730.67298989202
"FDL02","OUT035",1843.83149114087
"NCI06","OUT035",2961.37466691901
"FDQ14","OUT045",2353.03311161617
"FDQ12","OUT017",3702.51674976857
"FDP36","OUT046",855.860345389479
"FDK21","OUT027",5402.46107453789
"FDO40","OUT045",2313.59220198107
"NCK54","OUT019",-22.5354754476707
"FDY09","OUT018",2542.63115352149
"NCW30","OUT049",4180.66975546963
"NCC55","OUT027",2053.89995545741
"FDE58","OUT018",1593.34270378013
"FDR39","OUT013",2966.84323872266
"FDU28","OUT049",3096.37368928454
"FDH08","OUT017",3713.04404142216
"FDG35","OUT045",2783.27450819241
"FDG22","OUT049",746.520307940551
"FDC34","OUT035",2661.00063673156
"FDP15","OUT018",3733.66653922281
"FDK34","OUT010",1887.47832198128
"FDU45","OUT035",2031.38415372385
"FDQ04","OUT027",2122.31282503203
"FDX22","OUT018",3077.81732231947
"FDB45","OUT017",1780.16252335817
"NCH43","OUT027",4847.9517308604
"DRE60","OUT046",3507.54932173801
"FDD17","OUT027",5171.39134372027
"NCM54","OUT017",2105.95738541793
"NCH55","OUT013",2040.52838741532
"NCT06","OUT017",2719.1953736642
"FDA48","OUT027",4927.17818325439
"FDY58","OUT027",5047.60415418898
"FDO25","OUT045",3260.33663796809
"FDN50","OUT045",1510.68223149084
"FDH35","OUT035",2772.69755722329
"FDK09","OUT045",3516.27262746651
"FDO16","OUT013",1370.83132251735
"FDW11","OUT045",1003.28820990395
"FDU47","OUT027",3737.57009653239
"NCQ42","OUT010",143.716568731148
"FDK55","OUT027",2901.90528117382
"FDN08","OUT049",1991.41710206189
"FDT57","OUT045",3691.10699172922
"FDJ12","OUT018",3039.25648213718
"DRL59","OUT017",966.004551851962
"NCN53","OUT046",602.292665103665
"FDO51","OUT010",-1089.35245598071
"FDK56","OUT017",3089.20073456649
"FDY12","OUT035",1035.59378856213
"FDU15","OUT035",825.347171247404
"FDQ19","OUT046",3888.26160547417
"DRF15","OUT045",2405.75781487032
"DRE25","OUT019",-432.162226851211
"FDK57","OUT018",1615.36745894498
"FDD33","OUT010",1754.02350171198
"FDR34","OUT027",5096.33461913746
"FDU04","OUT045",1883.87090379167
"FDE35","OUT019",-850.125848844217
"NCD31","OUT035",2727.93278642206
"FDJ56","OUT035",1731.69508928863
"NCU53","OUT046",2616.92090948475
"FDD39","OUT035",3541.40706580866
"NCU17","OUT019",-266.12936199832
"FDJ20","OUT046",2010.64635205832
"NCW41","OUT018",2217.91333394556
"FDL52","OUT035",836.090815942993
"FDS39","OUT035",2427.19730837885
"DRJ47","OUT045",2697.15883447012
"FDP13","OUT010",-1188.43963341433
"DRK39","OUT010",-557.054279994256
"FDF28","OUT010",164.856172048598
"FDB09","OUT045",1948.85282663933
"FDM51","OUT046",1668.14411141932
"DRM49","OUT018",485.756986999339
"DRF23","OUT013",2803.94620552703
"DRH01","OUT035",2867.79499717649
"FDH12","OUT027",3155.53930039594
"FDA28","OUT019",135.362413791322
"FDW37","OUT018",1162.00687482343
"FDF02","OUT046",1661.48349701596
"DRL37","OUT046",730.09573234194
"NCF43","OUT046",2259.62338694565
"FDH08","OUT010",1732.84154331289
"FDR34","OUT019",1774.81858487366
"NCK19","OUT049",3162.27822782499
"NCD55","OUT018",432.549899322573
"FDT27","OUT049",3821.76381580974
"FDQ57","OUT045",2301.34655718668
"FDA47","OUT035",2759.18853336359
"DRG15","OUT027",2478.16609946374
"FDE05","OUT018",2097.59350908429
"FDN46","OUT046",1641.75719587107
"FDX27","OUT027",2974.69625063515
"FDT51","OUT045",1764.97445482828
"FDU33","OUT013",808.144397957523
"FDJ16","OUT027",2418.86293292358
"FDD20","OUT019",83.2500358217004
"FDT36","OUT049",666.93217426066
"DRF15","OUT027",3885.05133283719
"FDN52","OUT010",-454.625065715283
"FDC22","OUT027",4505.89352109432
"FDX15","OUT045",2495.76937947007
"FDT13","OUT013",3011.84219490576
"FDU04","OUT017",2042.82016208459
"FDU31","OUT019",1580.51219067964
"FDW59","OUT027",2846.70792055503
"NCO29","OUT046",2628.05337124469
"FDL15","OUT035",2592.69565022042
"FDI41","OUT049",2462.08251686846
"FDQ48","OUT049",1723.82786203588
"DRI39","OUT013",940.957959158998
"FDI08","OUT013",4021.79572888472
"FDC21","OUT049",1905.47119331245
"FDF58","OUT035",1181.46331225305
"FDS08","OUT010",956.374987413744
"FDE47","OUT045",1905.17471492411
"NCP18","OUT019",536.072364580718
"NCR41","OUT013",1573.08181663992
"FDA27","OUT013",4081.46565839372
"FDA43","OUT035",3231.9006389205
"FDA49","OUT045",1336.53949137178
"NCE55","OUT018",2522.85705619776
"DRM49","OUT027",2224.67999209261
"FDF22","OUT027",4827.22646335059
"FDQ15","OUT018",1055.21500599002
"NCS54","OUT017",2876.19124582632
"NCY05","OUT013",637.76899600241
"FDR45","OUT046",3786.43706152291
"FDK57","OUT049",2021.5310920039
"FDF41","OUT010",1992.73064151186
"FDV21","OUT046",1983.35999395247
"FDD51","OUT046",771.842315814901
"FDF33","OUT046",1780.94379324569
"FDA38","OUT046",3781.78177140637
"FDR56","OUT045",3088.06174560249
"NCN41","OUT017",2019.39905363174
"FDC60","OUT027",2891.23547300141
"FDB47","OUT045",3220.38361592471
"DRH01","OUT013",2798.89212455885
"FDW08","OUT046",1680.58835406105
"FDF38","OUT027",2162.59846136219
"FDY32","OUT017",2696.61896439857
"FDG34","OUT049",1887.94420384072
"FDG47","OUT019",2208.44837969163
"NCF18","OUT035",3129.43001155893
"FDL39","OUT019",1037.58300695281
"NCH55","OUT035",2129.48617288456
"DRJ35","OUT049",1087.48538553875
"FDS44","OUT035",3930.613612763
"DRE01","OUT018",3475.39960965325
"FDY39","OUT013",3011.52174258761
"FDY32","OUT018",2299.89005102148
"FDR33","OUT027",3230.50410422638
"NCP50","OUT049",1394.29149100793
"FDZ47","OUT018",1336.51382947105
"FDU57","OUT049",2561.44198227455
"FDY44","OUT013",3171.60815342838
"DRH59","OUT018",905.731958561922
"FDB03","OUT027",5256.27734123134
"FDY46","OUT045",2912.32830547991
"FDM39","OUT045",2774.23809912827
"FDY36","OUT035",1368.78692963611
"NCM55","OUT035",3048.55509962689
"FDJ50","OUT010",-994.959199223597
"DRL60","OUT013",2435.06182778241
"NCJ54","OUT049",3731.13112648213
"FDX59","OUT017",702.590656532895
"FDI07","OUT013",3241.10154294415
"DRF51","OUT010",-1249.95111477203
"FDM14","OUT017",1864.98188564951
"FDP21","OUT045",2971.92185648074
"FDE40","OUT035",1220.57504806043
"FDE05","OUT035",2538.35389984657
"FDM13","OUT027",3568.13229074825
"FDC34","OUT027",3966.79003853935
"NCI55","OUT018",1666.6286491848
"NCE43","OUT018",2381.65253561265
"FDW58","OUT018",1445.43833527056
"FDG60","OUT045",3634.47470645671
"FDV31","OUT017",2908.23812909148
"FDR47","OUT013",3117.94698312408
"FDM60","OUT019",-1158.24010492335
"NCF06","OUT018",3770.87564148583
"NCN26","OUT027",3300.77939620233
"FDQ59","OUT049",1527.22341441577
"FDF09","OUT046",661.531262857501
"NCS06","OUT017",4245.50449341507
"FDT44","OUT046",1890.77936252151
"FDI19","OUT017",3955.69038920462
"FDT22","OUT017",1080.36631510474
"NCF54","OUT027",4151.10884366403
"DRG25","OUT045",2888.1787398359
"FDB59","OUT017",3240.88400503137
"FDQ37","OUT017",3194.3381938626
"FDP56","OUT035",962.320667461368
"FDW44","OUT035",2933.27605524647
"FDJ26","OUT010",1533.4655655278
"FDU43","OUT018",3507.51310220725
"FDW33","OUT045",1611.44820044728
"NCX53","OUT027",3732.42053016721
"FDN56","OUT010",487.046505162234
"DRF15","OUT049",2532.42875168323
"FDO33","OUT017",1920.83497965061
"FDZ39","OUT010",-162.191615945655
"NCJ19","OUT017",987.771892315683
"FDU01","OUT035",3125.85804304505
"FDT12","OUT035",3713.22382446201
"NCM18","OUT018",718.254639172328
"FDP19","OUT017",2136.61619461131
"NCR42","OUT049",655.736952853838
"FDN10","OUT046",1902.40251186874
"FDG44","OUT017",1013.43596885385
"FDQ10","OUT046",2747.31942289201
"DRH13","OUT049",1775.95207539884
"FDT52","OUT013",3924.03943126133
"FDM56","OUT045",1719.14581260757
"NCO43","OUT010",-278.057835291536
"NCV29","OUT035",2949.8476012696
"NCF06","OUT013",4105.70212387658
"FDO50","OUT035",1608.45848838564
"FDT59","OUT013",3669.42869948851
"FDX40","OUT027",2072.03847114634
"FDE50","OUT017",3109.43437703659
"FDX51","OUT017",3282.40965856957
"NCD30","OUT018",1289.1228530083
"FDK15","OUT013",1643.74919384645
"FDL12","OUT045",975.662482480523
"FDK46","OUT017",4179.41133689243
"DRH49","OUT010",-586.017902926499
"FDQ57","OUT046",2368.1444964225
"FDY59","OUT017",1609.77443162167
"FDO09","OUT018",3855.71848113076
"NCG30","OUT035",2120.30419534939
"FDM09","OUT017",2821.23963708781
"NCN17","OUT027",3047.18587109866
"NCS42","OUT013",1454.73379994154
"FDD02","OUT019",-23.8848378280251
"FDE34","OUT013",2918.81553339119
"FDU38","OUT045",3004.56001268211
"FDB33","OUT046",2546.46905801267
"NCJ29","OUT017",1485.82478081498
"FDZ27","OUT035",971.528481247495
"FDI40","OUT013",1652.8129984812
"FDG22","OUT013",721.487663374744
"FDT51","OUT017",1930.08739216029
"FDF20","OUT018",2887.55505884855
"FDV50","OUT035",2084.88064813662
"FDT02","OUT049",738.72285624399
"DRC49","OUT017",2401.14904485141
"FDF26","OUT049",2566.68199856582
"FDV52","OUT035",2056.25365948799
"FDX59","OUT049",718.154510975138
"FDV25","OUT035",3644.6733199397
"FDW23","OUT027",2104.96532207299
"FDE53","OUT018",1451.24078315002
"FDA19","OUT017",2180.66176264141
"FDH22","OUT046",1998.01689325984
"NCO41","OUT013",1588.24927066307
"FDX12","OUT017",3943.06440775378
"FDF17","OUT013",3157.34491081239
"FDS11","OUT045",3493.82130933096
"FDR51","OUT035",2568.16586074099
"FDT49","OUT010",-219.333499529373
"FDC56","OUT013",1943.27660191834
"FDR13","OUT027",3349.33594033903
"FDQ60","OUT035",2087.0893508873
"FDN38","OUT049",4036.86417967976
"NCL29","OUT013",2518.75108215942
"FDO13","OUT027",4075.36268469091
"FDE26","OUT018",2020.70189606019
"FDA31","OUT010",857.499603195796
"FDX14","OUT035",1372.77056032018
"FDA34","OUT045",2722.7377232346
"FDF26","OUT013",2518.52142900787
"FDE38","OUT045",2599.9433205391
"DRI11","OUT046",1811.68921353493
"FDQ60","OUT027",3363.52688114563
"FDL21","OUT027",2170.6109618328
"DRC12","OUT027",4484.9388226643
"FDC47","OUT046",3587.13328793314
"FDE57","OUT045",2203.14784851987
"FDT14","OUT045",1891.83783710778
"NCZ53","OUT046",3007.14264033245
"FDE28","OUT018",3368.08931547721
"FDR19","OUT035",2480.55074671277
"NCF54","OUT019",856.870735008
"FDZ08","OUT046",1359.68250692645
"NCJ05","OUT018",2169.41440388958
"FDF59","OUT046",2027.76241519773
"NCO05","OUT035",1734.15409392071
"FDW24","OUT018",556.24740855634
"NCX42","OUT018",2361.86286032128
"NCA53","OUT035",942.287639462023
"FDI45","OUT019",942.902482225244
"FDG46","OUT046",1855.75046041824
"FDM20","OUT010",1957.94254695889
"FDW11","OUT010",-856.421981384353
"FDX08","OUT035",3012.37835020435
"NCK17","OUT035",819.377386747563
"FDK32","OUT018",2196.76928992834
"NCA42","OUT035",2674.16319124271
"DRI01","OUT035",2851.93819317198
"NCL55","OUT049",4065.97955143325
"DRE25","OUT018",1219.71847220235
"FDD14","OUT017",2995.03450704724
"FDB10","OUT046",3715.23562371431
"DRN11","OUT035",2428.26449971967
"FDP38","OUT018",579.020808619885
"NCA30","OUT017",3061.94928379621
"FDT15","OUT017",3088.80578095969
"NCP55","OUT018",657.884420228767
"FDF12","OUT035",2514.26463954958
"FDM21","OUT018",3747.45143460605
"FDX56","OUT035",3437.56400394877
"FDF10","OUT017",2448.01660768391
"FDT32","OUT045",2999.20611651524
"FDM51","OUT018",1400.52663167616
"NCR50","OUT018",2179.79673593924
"FDI19","OUT049",3921.90951409773
"FDX21","OUT017",1820.61051043322
"FDR31","OUT035",2520.9556473566
"FDY02","OUT013",4175.70959835856
"NCA29","OUT045",2644.75552285968
"NCX17","OUT046",3625.28682162643
"FDM12","OUT045",2998.02906499387
"FDI53","OUT027",4029.79496234924
"NCU30","OUT049",2698.06338293225
"FDC56","OUT027",3373.43701915599
"FDK27","OUT018",1703.07763436351
"NCK18","OUT017",2745.59997179874
"FDB52","OUT019",2176.29658301809
"DRG25","OUT027",4432.21635437003
"FDZ13","OUT049",980.324919822073
"FDB57","OUT019",1694.38739253922
"FDR40","OUT046",1392.82915689757
"NCO14","OUT019",-1146.60588357238
"NCN19","OUT045",2959.1043471621
"FDQ28","OUT019",622.590283837713
"FDO13","OUT018",2361.26751881446
"FDK48","OUT013",1287.6470013734
"FDU07","OUT018",2171.61838324638
"FDW20","OUT046",1992.00751973739
"FDV12","OUT010",-267.010194608148
"FDH24","OUT013",2565.6508658167
"FDV59","OUT049",3515.23943787923
"FDK57","OUT045",1850.13629049853
"FDL16","OUT027",2193.29639150951
"NCQ17","OUT046",2460.18515494142
"FDJ15","OUT018",2720.59817793578
"FDX24","OUT049",1609.46882722592
"FDT47","OUT046",1612.21807153225
"FDT10","OUT049",1137.25151341477
"FDZ37","OUT018",1182.00074473565
"FDW43","OUT027",5119.28023964019
"DRN36","OUT017",1622.55928278379
"FDJ14","OUT045",1284.604789597
"FDA32","OUT013",3475.78168212875
"FDJ38","OUT019",1169.72603576314
"FDQ57","OUT017",2459.65426464032
"NCQ41","OUT019",1177.56305583016
"FDG56","OUT049",1132.29687011896
"DRC13","OUT027",3448.71447035055
"FDV55","OUT035",2470.17044713193
"FDQ49","OUT045",2507.28545492289
"FDE29","OUT010",-916.794669966048
"FDR03","OUT013",3339.38886778577
"FDD45","OUT049",1589.92851126761
"FDN38","OUT010",2064.8455594703
"FDT56","OUT046",1008.57237574518
"FDT48","OUT045",3115.05588281176
"FDU03","OUT049",3012.42018913653
"FDC56","OUT010",-2.68574005769864
"NCO43","OUT027",3022.18165320452
"FDQ27","OUT017",1782.81530704326
"FDR03","OUT046",3321.27244099581
"DRH23","OUT010",-1038.58902127395
"FDG22","OUT045",636.810983150714
"NCJ42","OUT013",1681.73759757279
"FDR24","OUT046",1504.126810659
"FDW60","OUT035",2991.0157165927
"FDJ08","OUT013",3048.32422542594
"DRL59","OUT018",586.203417410358
"FDG60","OUT010",1776.22141550224
"FDW27","OUT017",2623.05755860203
"FDX14","OUT018",979.775264085827
"FDC20","OUT013",979.57700369218
"NCS29","OUT018",3839.84368818809
"FDJ56","OUT046",1604.81382072305
"FDB20","OUT019",-628.976692997141
"FDL28","OUT027",5086.24187048997
"FDW01","OUT018",2147.80639481557
"FDL03","OUT046",3199.38915013051
"FDX22","OUT049",3442.31527822917
"FDJ21","OUT035",2501.51439331201
"FDR31","OUT045",2355.02862923726
"FDG21","OUT035",2595.76318077319
"FDS22","OUT027",2217.74525821791
"FDK08","OUT035",1771.45360802971
"FDE17","OUT018",2187.11114588382
"NCN30","OUT017",1629.06922910757
"FDT50","OUT046",1608.56783339709
"NCX42","OUT049",2697.05229916219
"FDJ12","OUT035",3464.60258579287
"NCA18","OUT027",3300.03597464659
"FDP23","OUT019",1555.16238057463
"FDX12","OUT013",3873.72836659914
"FDN40","OUT018",2158.82094506578
"FDV48","OUT035",1443.53246038528
"NCY54","OUT013",2722.88258091241
"FDL16","OUT010",-1147.97873569496
"FDR45","OUT018",3504.93848672569
"FDJ52","OUT046",2589.15845550576
"DRG01","OUT017",1339.88762977521
"FDP52","OUT013",3705.8945500746
"FDU58","OUT017",3110.09886802938
"FDL02","OUT045",1657.83334050788
"FDG28","OUT013",3909.7482470948
"FDA19","OUT035",2201.5603595317
"FDW46","OUT027",2574.34321884924
"NCD43","OUT049",1736.66110689699
"DRG39","OUT013",894.441587165989
"NCF55","OUT049",698.074154077366
"FDJ07","OUT046",1911.42250986371
"FDE08","OUT046",2423.66476083196
"FDP56","OUT019",-1044.60522188742
"FDT45","OUT045",829.618440057338
"FDF17","OUT018",2819.41014656862
"FDX44","OUT046",1437.72401088317
"FDM28","OUT027",4311.68835532494
"FDI36","OUT049",3271.64737722225
"FDS07","OUT045",1781.540373804
"FDD36","OUT045",1825.81351173839
"FDW11","OUT046",1022.29204474425
"FDN40","OUT049",2558.81950793951
"NCQ18","OUT049",1628.55707402964
"NCQ54","OUT017",2746.22692065394
"NCS42","OUT045",1390.08680551038
"DRH39","OUT010",-673.173554979989
"FDC09","OUT027",3164.8291291533
"FDT08","OUT010",539.231793793098
"FDC08","OUT035",3731.30340752014
"FDT20","OUT017",758.262633634476
"FDS35","OUT035",1196.75135621256
"FDX58","OUT018",2623.06681910538
"FDW58","OUT046",1716.17006932652
"DRD27","OUT046",1605.16265568188
"FDH32","OUT019",-321.077596875931
"FDS26","OUT035",4273.92260116071
"FDQ31","OUT046",1460.13333252294
"FDP11","OUT018",3192.31191953069
"FDD58","OUT017",1696.37280236991
"FDM33","OUT045",3377.50463661775
"FDZ16","OUT049",3217.22188261279
"NCS29","OUT010",2244.4763667722
"NCM18","OUT019",-930.36286984793
"FDP11","OUT049",3564.54493663921
"NCC42","OUT017",2350.78970247714
"DRM23","OUT046",2727.87541172986
"NCN55","OUT027",5193.24171833284
"FDK46","OUT013",4088.2193420775
"FDR01","OUT046",3200.32467241376
"NCA05","OUT045",2331.89234397892
"NCP43","OUT017",2919.7099303374
"FDR12","OUT010",874.150681583806
"FDQ01","OUT013",4075.61850881453
"FDM13","OUT046",2104.72078959388
"FDQ19","OUT017",3981.95380841061
"FDK56","OUT019",1049.90935763072
"NCX06","OUT010",1011.51402997669
"FDO56","OUT027",3394.20966971058
"FDU45","OUT045",1782.19343482883
"FDI16","OUT019",-967.927192677859
"FDL32","OUT046",1848.90418456452
"FDA07","OUT046",2029.99554054672
"FDA14","OUT045",2307.11799861366
"FDV46","OUT027",3703.05352694809
"NCO07","OUT035",3490.18983889855
"NCP41","OUT046",1691.59351132601
"FDY60","OUT018",2041.9664960256
"FDN38","OUT017",4078.32216979121
"FDO15","OUT046",1285.64695266389
"FDT60","OUT013",1974.33626929123
"FDA55","OUT035",3727.28424585735
"FDE02","OUT010",-386.281298000114
"DRJ39","OUT049",3579.65965122661
"FDV34","OUT035",1402.37063689698
"FDS20","OUT027",4389.6207528093
"FDF02","OUT027",3086.38291103939
"FDW40","OUT017",2427.01140065543
"NCB43","OUT046",2948.39300526316
"FDR58","OUT017",1567.29392909287
"DRJ59","OUT035",818.99568310776
"NCD30","OUT017",1675.09016542717
"FDE14","OUT017",1715.64350140155
"FDC28","OUT018",1449.48259350827
"FDU16","OUT018",1120.41596899866
"NCD19","OUT035",1061.15562968643
"FDU21","OUT046",662.447474335802
"FDV59","OUT027",4887.92903765563
"FDU03","OUT045",2878.77397927732
"FDC33","OUT010",1318.1497037477
"NCR42","OUT035",730.454350806211
"DRH59","OUT035",1348.05810252447
"NCM31","OUT035",2401.80339589485
"FDS50","OUT035",3657.62433428719
"FDP39","OUT046",893.025614437545
"FDQ55","OUT013",1951.36397691022
"FDV36","OUT019",102.36299139042
"FDI05","OUT027",2717.24443173929
"FDS45","OUT027",3207.49317878159
"FDA39","OUT045",625.409460786965
"FDC37","OUT010",-147.151581602908
"FDJ60","OUT027",4138.1529922935
"DRQ35","OUT046",1951.09159314046
"NCJ06","OUT046",1905.09913578033
"NCY42","OUT018",2028.10224202772
"DRM37","OUT049",3185.79255672893
"FDR14","OUT045",795.034320704435
"FDE51","OUT049",882.551748023863
"FDT33","OUT017",2800.95574536909
"FDR08","OUT013",1844.95158172447
"FDE36","OUT010",756.421500295224
"FDL22","OUT019",-431.296177770783
"FDR44","OUT013",2159.91406813723
"FDI56","OUT019",-452.572459852253
"FDE47","OUT010",131.804308664226
"FDV27","OUT010",-391.644068437287
"FDV10","OUT049",841.001283307265
"FDC40","OUT045",1258.42650401266
"NCX41","OUT013",3344.93755912623
"NCQ38","OUT027",3118.11227742162
"FDV12","OUT027",3096.81542653799
"FDE52","OUT017",1577.16530084683
"FDG20","OUT027",4297.4039770016
"FDV16","OUT027",2073.64513412017
"FDI32","OUT017",1913.1291335114
"FDJ32","OUT049",1125.87447182927
"FDN39","OUT018",2473.95093992812
"FDY34","OUT017",2816.55838893211
"FDC14","OUT035",886.441307190759
"FDA55","OUT017",3692.50499565887
"FDZ50","OUT010",1046.76528166136
"DRG13","OUT049",2719.70872108778
"FDP01","OUT013",2526.9072175376
"NCG54","OUT017",2826.13253815098
"FDM13","OUT045",2048.70184101471
"NCO18","OUT027",4278.4469867054
"NCW41","OUT013",2518.80964929221
"FDM52","OUT027",3826.28181144666
"NCF55","OUT035",735.776096636422
"FDT09","OUT046",2145.3925013445
"NCM19","OUT035",1892.55219216555
"FDW12","OUT018",2117.14781269127
"FDP15","OUT019",2137.32353793801
"FDK36","OUT045",764.019127897234
"FDZ25","OUT035",2922.93981770682
"NCW06","OUT049",3145.90484864266
"FDW60","OUT046",2894.98138714024
"DRC49","OUT013",2339.27476226727
"NCT17","OUT035",3136.24811684208
"NCN06","OUT018",2315.47385091608
"FDC45","OUT013",2745.89318600643
"DRJ47","OUT019",827.206818332327
"NCF06","OUT045",3991.74000736899
"FDE21","OUT010",4.14886700649851
"DRG27","OUT013",708.263142378972
"FDW40","OUT049",2394.81612915901
"NCO53","OUT046",2903.15561997484
"FDE23","OUT049",888.630945974438
"FDQ16","OUT046",1750.39664372241
"FDS26","OUT045",4027.79114805424
"FDZ13","OUT010",-1074.41319329748
"FDS14","OUT049",2606.06169997562
"FDC10","OUT045",1871.92319024649
"FDY16","OUT049",3068.76482161182
"FDJ20","OUT035",2182.24398553213
"FDV43","OUT035",872.963838874539
"FDZ32","OUT027",3197.05885223474
"FDR23","OUT046",2799.94023003862
"FDN24","OUT035",1011.23972923965
"FDE34","OUT027",4347.42360868612
"FDU31","OUT013",3525.8863504448
"FDW33","OUT018",1429.1011814207
"FDU26","OUT046",1932.84861623274
"FDE20","OUT027",4213.84857365568
"NCW05","OUT035",1798.15889825259
"FDB22","OUT018",2138.99889761519
"FDO56","OUT046",1913.85427810208
"FDA19","OUT027",3522.66659402102
"DRI39","OUT045",857.790699285697
"FDH52","OUT018",756.166060258462
"FDZ50","OUT035",3093.4233345012
"NCN42","OUT035",2492.11335822692
"FDB53","OUT013",2390.66364631456
"DRG11","OUT017",1824.61379427293
"DRK11","OUT027",3826.78792565919
"FDQ60","OUT017",2075.37962831281
"FDT36","OUT017",680.618164542473
"DRG25","OUT018",2661.14673824125
"DRJ23","OUT046",3021.74335282503
"FDG05","OUT035",2701.19013350191
"NCK06","OUT018",1641.87294534912
"FDU52","OUT017",2570.75395283367
"FDW07","OUT018",1171.41006805412
"NCM17","OUT045",674.754991800863
"FDA22","OUT045",2622.49407739942
"NCA41","OUT018",2788.48111694734
"FDF38","OUT035",895.492604677628
"FDH52","OUT046",1074.68689841262
"FDY58","OUT019",1680.52252576738
"FDZ16","OUT045",3059.69842099445
"NCM18","OUT017",1093.40901918435
"FDA22","OUT018",2373.8451763738
"NCJ43","OUT035",2934.78414509311
"FDI34","OUT027",5112.31933995072
"FDG56","OUT046",1063.18654570101
"FDS34","OUT046",1887.65563519595
"DRC01","OUT035",1016.34143062953
"FDQ04","OUT035",810.430639067397
"FDK04","OUT035",1104.03413050746
"FDT51","OUT049",1913.23160383831
"FDV26","OUT017",3261.5483828515
"FDS04","OUT049",2380.04542492011
"FDW43","OUT018",3372.87652173658
"FDQ28","OUT010",612.120898029586
"NCK06","OUT017",2021.67860223674
"FDS23","OUT018",1782.51596737981
"FDZ36","OUT019",1125.76173980902
"FDE56","OUT018",774.972291935783
"FDW10","OUT027",4230.95443939696
"NCN14","OUT045",2862.78149814149
"NCQ18","OUT045",1481.82998455271
"FDW08","OUT017",1801.23371527848
"FDU43","OUT035",3914.37195218803
"FDR33","OUT010",-145.449022492222
"FDM24","OUT010",554.157617760477
"NCZ05","OUT046",1636.47935808691
"NCV41","OUT035",1927.19549175277
"FDV11","OUT018",2534.00831252927
"NCY05","OUT035",759.106844472012
"FDV44","OUT018",2770.15886251755
"FDW32","OUT049",1498.8735332044
"NCU18","OUT027",3720.66079523749
"NCC43","OUT035",4068.24341745901
"FDW19","OUT013",1855.71370193028
"FDN31","OUT035",3192.68805873608
"FDI48","OUT045",825.551900598841
"FDS24","OUT017",1586.61679830059
"FDF46","OUT049",1925.76313820266
"DRG23","OUT017",2509.90584919996
"FDG14","OUT018",2175.13022403072
"NCY30","OUT049",2935.2383214267
"FDO28","OUT018",1663.34174674074
"DRD24","OUT035",2417.49816472578
"FDI33","OUT049",1549.95228617223
"FDN32","OUT046",2979.56280455354
"FDR16","OUT045",3328.84448194981
"FDF26","OUT046",2505.2738286097
"NCN29","OUT018",531.869523973854
"FDE20","OUT045",2689.87870874432
"FDA46","OUT046",3052.31839033805
"FDU28","OUT045",2958.90251659713
"FDQ48","OUT045",1579.21281398245
"FDV36","OUT013",2073.90253342456
"FDR14","OUT018",587.986866563107
"FDP23","OUT017",3534.87133642982
"FDP56","OUT013",898.037182225051
"FDK48","OUT010",-644.807610049991
"FDR48","OUT046",2432.44302630117
"NCY29","OUT049",1020.37052678747
"FDM22","OUT018",650.891198173689
"DRJ01","OUT013",2598.65863815293
"FDZ43","OUT045",3833.39121550124
"FDV03","OUT035",2623.50578012365
"FDX11","OUT027",4365.27857908831
"NCA41","OUT027",4510.23226054404
"FDE38","OUT017",2768.11325690628
"FDI27","OUT018",539.354534045311
"FDN32","OUT013",2965.04797038971
"NCN43","OUT017",2025.16323667514
"FDB47","OUT027",4719.7791834979
"FDV03","OUT017",2596.43538813786
"NCN30","OUT045",1505.59641988204
"NCV54","OUT010",20.2318427377918
"FDV07","OUT013",1803.73498124807
"FDP07","OUT049",3243.1530763398
"FDK48","OUT018",918.445438585672
"FDM15","OUT019",577.234727006976
"FDY19","OUT027",3339.86588819387
"FDK46","OUT046",4090.39129796834
"FDY11","OUT045",1071.18536426983
"FDH09","OUT046",892.353415904016
"FDO08","OUT027",4139.30189552982
"FDU14","OUT013",3984.46060339451
"FDD22","OUT027",3245.33412974832
"FDM27","OUT017",2641.50945726071
"FDL02","OUT027",3177.31983786875
"NCA17","OUT035",2487.05089408487
"FDE38","OUT019",742.272081267568
"NCG07","OUT049",3071.97249498429
"DRC27","OUT013",3912.63468897505
"FDA27","OUT035",4208.97500126276
"FDW40","OUT045",2248.09168113208
"DRI11","OUT013",1860.4015607173
"FDN50","OUT046",1575.93748753856
